,DS1.Bal.Dwn.S.R1,DS1.Bal.Dwn.S.R2,DS1.Bal.Dwn.S.R3,DS1.Bal.Dwn.W.R1,DS1.Bal.Dwn.W.R2,DS1.Bal.Dwn.W.R3,DS1.Bal.Up.S.R1,DS1.Bal.Up.S.R2,DS1.Bal.Up.S.R3,DS1.Bal.Up.W.R1,DS1.Bal.Up.W.R2,DS1.Bal.Up.W.R3,DS1.Cen.S.R1,DS1.Cen.S.R2,DS1.Cen.S.R3,DS1.Cen.W.R1,DS1.Cen.W.R2,DS1.Cen.W.R3,DS1.Pine.S.R1,DS1.Pine.S.R2,DS1.Pine.S.R3,DS1.Pine.W.R1,DS1.Pine.W.R2,DS1.Pine.W.R3,DS1.Wtlnds.S.R1,DS1.Wtlnds.S.R2,DS1.Wtlnds.S.R3,DS1.Wtlnds.W.R1,DS1.Wtlnds.W.R2,DS1.Wtlnds.W.R3,DS2.Bal.Dwn.S.R1,DS2.Bal.Dwn.S.R2,DS2.Bal.Dwn.S.R3,DS2.Bal.Dwn.W.R1,DS2.Bal.Dwn.W.R2,DS2.Bal.Dwn.W.R3,DS2.Bal.Up.S.R1,DS2.Bal.Up.S.R2,DS2.Bal.Up.S.R3,DS2.Bal.Up.W.R1,DS2.Bal.Up.W.R2,DS2.Bal.Up.W.R3,DS2.Cen.S.R1,DS2.Cen.S.R2,DS2.Cen.S.R3,DS2.Cen.W.R1,DS2.Cen.W.R2,DS2.Cen.W.R3,DS2.Pine.S.R1,DS2.Pine.S.R2,DS2.Pine.S.R3,DS2.Pine.W.R1,DS2.Pine.W.R2,DS2.Pine.W.R3,DS2.Wtlnds.S.R1,DS2.Wtlnds.S.R2,DS2.Wtlnds.S.R3,DS2.Wtlnds.W.R1,DS2.Wtlnds.W.R2,DS2.Wtlnds.W.R3
k__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Incertae_Sedis;g__Guggenheimella;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763,799,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Chroococcidiopsaceae;g__Chroococcidiopsis_SAG_2023;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763,773,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Beijerinckiaceae;g__Methylobacterium;s__currus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763,779,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__harbinensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763,745,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Falcatimonas;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,43,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,56,43,573,568,603,115,129,121
k__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Kitasatosporales;f__Streptomycetaceae;g__Streptacidiphilus;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646,658,631,115,112,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__NA;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597,531,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,61,67,42,44,33,50,49,43
k__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Ryanbacteria;f__NA;g__NA;s__NA,0,0,0,23,23,20,0,0,0,28,30,37,0,0,0,0,0,0,0,0,0,10,7,8,0,0,0,130,123,119,55,47,60,179,181,193,0,0,0,5,3,3,0,0,0,3,4,4,0,0,0,74,59,83,0,0,0,249,244,236
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Robbsia;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,441,449,312,317,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Taibaiella;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,85,87,0,0,0,0,0,0,407,416,431,0,0,0,0,0,0,67,70,58,0,0,0,193,204,182
k__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,62,56,0,0,0,34,36,28,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,87,89,93,531,527,477,41,43,39
k__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae;g__Parachlamydia;s__NA,0,0,0,26,32,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,222,190,30,21,31,459,446,460,0,0,0,0,0,0,0,0,0,0,0,0,26,20,29,0,0,0,0,0,0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__fusiformis,0,0,0,25,30,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,297,333,60,53,56,341,385,325,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__SAR324_clade(Marine_group_B);c__Incertae_Sedis;o__Incertae_Sedis;f__Incertae_Sedis;g__Candidatus_Nitrosoarchaeum;s__limnia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,199,174,56,59,63,104,108,99,0,0,0,153,153,142,0,0,0,0,0,0,65,59,53,127,131,125,51,51,50
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,312,322,0,0,0,0,0,0,48,44,52,318,319,303,69,68,65
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Cereibacter;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740,712,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Subgroup_13;f__NA;g__NA;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,330,361,0,0,0,0,0,0,0,0,0,382,366,382,0,0,0
k__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__chromiireducens,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,335,351,0,0,0,281,282,298,1,0,3,0,0,0,1,2,3,0,0,0,100,110,99,0,0,0,0,0,0
k__Bacteria;p__Rhodothermota;c__Rhodothermia;o__Rhodothermales;f__Rhodothermaceae;g__NA;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,59,46,0,0,0,0,0,0,0,0,0,510,513,549,0,0,0,0,0,0,20,20,21,127,116,112,18,14,20
k__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__NA,0,0,0,9,10,12,0,0,0,0,0,0,0,0,0,141,117,127,0,0,0,0,0,0,0,0,0,0,0,0,37,45,36,30,23,22,0,0,0,0,0,0,408,372,426,1,1,0,0,0,0,13,6,16,85,69,87,0,0,0
k__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Arcobacter;s__cryaerophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,456,462,7,6,5,0,0,0,258,271,273,0,0,0,0,0,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Marinagarivorans;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,364,338,0,0,0,0,0,0,214,219,226,106,114,106,46,44,49
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Microbulbiferaceae;g__Microbulbifer;s__okinawensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,559,546,0,0,0,0,0,0,29,25,24,127,126,136,0,0,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__faecalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,15,0,0,0,0,0,0,661,744,639,0,0,0,0,0,0,42,41,45,0,0,0,0,0,0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__rivuli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,175,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,500,487,1,1,0,0,0,0,19,21,19,0,0,0,0,0,0
k__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Leucobacter;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,282,270,0,0,0,0,0,0,0,0,0,0,0,0,222,231,211,0,0,0,222,225,207,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Bacillota;c__Bacilli;o__Thermoactinomycetales;f__Thermoactinomycetaceae;g__Shimazuella;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,34,39,0,0,0,0,0,0,407,366,385,1,0,1,0,0,0,0,0,0,212,204,215,55,65,42
k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Opitutales;f__Opitutaceae;g__Opitutus;s__terrae,118,129,108,0,0,0,126,120,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,38,29,0,0,0,68,56,73,281,294,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,82,86,0,0,0
k__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Streptosporangiales;f__Thermomonosporaceae;g__Actinomadura;s__chibensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,742,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Clostridium]_innocuum_group;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,681,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Fastidiosipila;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,723,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Antarcticibacterium;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,663,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__paronense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,730,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales;f__Synechococcales_Incertae_Sedis;g__Schizothrix_LEGE_07164;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,58,42,222,232,218,0,0,0,407,384,383,2,1,3,0,0,0,0,0,0,42,39,46,0,0,0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Croceicoccus;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,716,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__azotifigens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,717,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Lysobacterales;f__Lysobacteraceae;g__Luteimonas;s__marina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,714,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__NA,0,0,0,39,46,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,86,92,351,347,374,0,0,0,207,223,223,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,11
k__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661,676,636,0,0,0,0,0,0,32,33,33,0,0,0,14,7,14
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Woeseiaceae;g__JTB255_marine_benthic_group;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,82,79,0,0,0,0,0,0,0,0,0,611,600,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__NA;f__NA;g__NA;s__NA,0,0,0,0,0,0,0,0,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,229,245,229,0,0,0,0,0,0,141,137,157,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,41,49,46,276,256,299,9,11,7
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__hankyongi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,221,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,481,466,0,0,0,0,0,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__cichorii,0,0,0,137,166,131,0,0,0,32,25,34,0,0,0,0,0,0,0,0,0,105,117,94,0,0,0,0,0,0,18,17,20,150,149,144,0,0,0,16,22,19,0,0,0,1,3,4,0,0,0,242,247,247,0,0,0,0,0,0
k__Bacteria;p__Acetothermia;c__Acetothermiia;o__KB1_group;f__NA;g__NA;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,677,697,0,0,0
k__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__FS117-23B-02;f__NA;g__NA;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,225,236,0,0,0,0,0,0,0,0,0,446,421,398,0,0,0
k__Bacteria;p__Patescibacteria;c__Kazania;o__NA;f__NA;g__NA;s__NA,0,0,0,3,5,4,0,0,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,167,178,156,15,12,27,0,0,0,47,53,47,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,68,59,62,340,327,337,55,51,51
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Aurantiacibacter;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591,554,582,0,0,0,104,90,94,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__NA;g__NA;s__NA,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,63,59,34,38,36,30,33,29,1,3,1,509,575,533,0,0,0,0,0,0,0,0,0,64,76,62,0,0,0
k__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202_clade;f__NA;g__NA;s__NA,0,0,0,14,21,15,0,0,0,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,48,55,94,93,106,0,0,0,1,1,0,356,335,396,3,1,2,0,0,0,16,15,17,148,157,136,0,0,0
k__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Saccharopolyspora;s__gregorii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,613,644,55,65,57
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Microscillaceae;g__Flexibacter;s__flexilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,120,119,17,21,21,0,0,0,0,0,0,458,477,454,0,0,0,0,0,0,0,0,0,106,111,113,0,0,0
k__Bacteria;p__Thermodesulfobacteriota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__Smithella;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,493,505,0,0,0,0,0,0,13,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,129,137,50,39,41
k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium;s__maltaromaticum,0,0,0,159,161,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,172,201,299,294,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,47,47,0,0,0,0,0,0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Pseudahrensia;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,155,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,533,538
k__Bacteria;p__Pseudomonadota;c__Magnetococcia;o__Magnetococcales;f__Magnetococcaceae;g__Magnetococcus;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,41,33,170,166,173,445,441,434
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__MBMPE27;f__NA;g__NA;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,116,126,38,36,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,542,522,0,0,0
k__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Agrococcus;s__NA,236,210,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,389,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,47,49
k__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__Calditrichaceae;g__JdFR-76;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,133,129,17,22,17,0,0,0,0,0,0,356,345,363,0,0,0,0,0,0,6,5,5,170,154,172,0,0,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Candidatus_Methylopumilus;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,0,0,672,672,637,0,0,0,0,0,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Raoultella;s__planticola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661,640,643,0,0,0,0,0,0,16,20,10,0,0,0,0,0,0
k__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Romboutsia;s__hominis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,600,586,0,0,0,0,0,0,65,68,69,0,0,0,0,0,0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Amoebophilaceae;g__NA;s__NA,0,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,144,128,0,0,0,458,441,452,0,0,0,0,0,0,0,0,0,64,53,56,0,0,0
k__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-005;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,15,0,0,0,0,0,0,204,203,215,0,0,0,0,0,0,29,26,18,403,437,416,14,13,15
k__Bacteria;p__Bacillota;c__Bacilli;o__Thermoactinomycetales;f__Thermoactinomycetaceae;g__Thermoactinomyces;s__intermedius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,635,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalispiraceae;g__Sulfurivermis;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,170,153,0,0,0,0,0,0,0,0,0,509,511,507,0,0,0
k__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Luteococcus;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661,634,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Caloramatoraceae;g__Fonticella;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,69,74,77,91,90,311,280,308,0,0,0,0,0,0,0,0,0,0,0,0,75,73,73,106,103,107,18,17,8
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__qilianensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661,699,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Ensifer;s__meliloti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661,636,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Myxococcota;c__Polyangiia;o__Polyangiales;f__Eel-36e1D6;g__NA;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,47,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,571,580,0,0,0
